Disease	Disease_id	Therapeutic_area	Therapeutic_area_id	
Focal Embolic Glomerulonephritis	C0238143	Glomerulonephritis	C0017658	
Proliferative glomerulonephritis	C0235618	Glomerulonephritis	C0017658	
Exudative glomerulonephritis	C0546345	Glomerulonephritis	C0017658	
Rapidly progressive glomerulonephritis	C0221239	Glomerulonephritis	C0017658	
IGA Glomerulonephritis	C0017661	Glomerulonephritis	C0017658	
Glomerulonephritis, Membranoproliferative	C0017662	Glomerulonephritis	C0017658	
Acute post-streptococcal glomerulonephritis	C0403414	Glomerulonephritis	C0017658	
Acute proliferative glomerulonephritis	C0341692	Glomerulonephritis	C0017658	
chronic rapidly progressive glomerulonephritis	C0341694	Glomerulonephritis	C0017658	
Membranous glomerulonephritis	C0017665	Glomerulonephritis	C0017658	
Hemoglobin E disease	C0238159	Hemoglobinopathies	C0019045	
Hemoglobin D disease	C0272080	Hemoglobinopathies	C0019045	
Hemoglobin C Disease	C0019021	Hemoglobinopathies	C0019045	
Methemoglobinemia	C0025637	Hemoglobinopathies	C0019045	
Leukoplakia of oral mucosa, incl tongue	C1112530	Mouth Diseases	C0026636	
Lip Diseases	C0023760	Mouth Diseases	C0026636	
Malignant neoplasm of lateral floor of mouth	C0496758	Mouth Diseases	C0026636	
Oral Submucous Fibrosis	C0029172	Mouth Diseases	C0026636	
Oral leukoedema	C0023523	Mouth Diseases	C0026636	
Burning Mouth Syndrome	C0006430	Mouth Diseases	C0026636	
Periodontal Diseases	C0031090	Mouth Diseases	C0026636	
Oral candidiasis	C0006849	Mouth Diseases	C0026636	
Tongue Diseases	C0040409	Mouth Diseases	C0026636	
Tooth Diseases	C0040435	Mouth Diseases	C0026636	
Other specified diseases of the salivary glands	C0029773	Mouth Diseases	C0026636	
Leukoplakia, Hairy	C0206186	Mouth Diseases	C0026636	
Other forms of migraine	C0477373	Migraine with Aura	C0154723	
Primary hypotony of eye	C0154782	Ocular Hypotension	C0028841	
Blind hypotensive eye	C0154788	Ocular Hypotension	C0028841	
Labyrinthine dysfunction	C0155514	Diseases of inner ear	C0494559	
Cochlear Diseases	C0009197	Diseases of inner ear	C0494559	
Inner ear infection	C1168225	Diseases of inner ear	C0494559	
Vestibular Diseases	C0042594	Diseases of inner ear	C0494559	
Motion Sickness	C0026603	Diseases of inner ear	C0494559	
Otosclerosis, other	C0029696	Diseases of inner ear	C0494559	
Sensorineural Hearing Loss (disorder)	C0018784	Diseases of inner ear	C0494559	
Neuroaxonal Dystrophies	C0338473	Degenerative brain disorder	C0154671	
Senile degeneration of brain	C0154669	Degenerative brain disorder	C0154671	
Hydrocephalus	C0020255	Degenerative brain disorder	C0154671	
Cerebral lipidosis	C0007788	Degenerative brain disorder	C0154671	
Leukodystrophy	C0023520	Degenerative brain disorder	C0154671	
Acute gonococcal endometritis	C0153196	Acute endometritis	C0238103	
Oligospermia	C0028960	Male infertility	C0021364	
Azoospermia	C0004509	Male infertility	C0021364	
Infertility due to extratesticular cause	C0021360	Male infertility	C0021364	
Congenital absence of germinal epithelium of testes	C1384583	Male infertility	C0021364	
Hyperaldosteronism	C0020428	Adrenal Gland Hyperfunction	C0001622	
Tuberculosis, Osteoarticular	C0041324	Bone Diseases	C0005940	
Acro-Osteolysis	C0917990	Bone Diseases	C0005940	
Osteitis	C0029400	Bone Diseases	C0005940	
Arthropathy associated with infection	C0157749	Bone Diseases	C0005940	
Orbital Diseases	C0029182	Bone Diseases	C0005940	
Extrinsic allergic alveolitis	C0002390	Lung Diseases, Interstitial	C0206062	
Pulmonary Fibrosis	C0034069	Lung Diseases, Interstitial	C0206062	
Bronchiolitis Obliterans	C0006272	Lung Diseases, Interstitial	C0206062	
Pneumoconiosis	C0032273	Lung Diseases, Interstitial	C0206062	
Primary angle-closure glaucoma	C0017606	Angle Closure Glaucoma	C0017605	
Coronary Restenosis	C0948480	Coronary Stenosis	C0242231	
Rheumatoid myocarditis	C0489959	Myocarditis	C0027059	
Interstitial myocarditis	C0027060	Myocarditis	C0027059	
Acute myocarditis	C0155686	Myocarditis	C0027059	
MPS III D	C0086650	Mucopolysaccharidosis III	C0026706	
MPS III A	C0086647	Mucopolysaccharidosis III	C0026706	
MPS III B	C0086648	Mucopolysaccharidosis III	C0026706	
MPS III C	C0086649	Mucopolysaccharidosis III	C0026706	
Thyroid Gland Malformation	C0877367	Thyroid Diseases	C0040128	
Primary Hyperthyroidism	C3714618	Thyroid Diseases	C0040128	
Thyrotoxicosis	C0040156	Thyroid Diseases	C0040128	
Thyroiditis	C0040147	Thyroid Diseases	C0040128	
Euthyroid Sick Syndromes	C0015190	Thyroid Diseases	C0040128	
Hyperthyroxinemia	C0020551	Thyroid Diseases	C0040128	
Thyroid Neoplasm	C0040136	Thyroid Diseases	C0040128	
Hypothyroidism	C0020676	Thyroid Diseases	C0040128	
Thyroid Crisis	C0040127	Thyroid Diseases	C0040128	
Disorder of thyrocalcitonin secretion	C0701822	Thyroid Diseases	C0040128	
Goiter	C0018021	Thyroid Diseases	C0040128	
Cerebral Infarction	C0007785	Brain Infarction	C0751955	
Brain Stem Infarctions	C0521542	Brain Infarction	C0751955	
Acute dacryoadenitis	C0149505	Dacryoadenitis	C0155223	
Chronic dacryoadenitis	C0155224	Dacryoadenitis	C0155223	
Chronic enlargement of lacrimal gland	C1300133	Dacryoadenitis	C0155223	
Severe Dengue	C0019100	Dengue Fever	C0011311	
Malignant secondary hypertension	C0155617	Secondary hypertension	C0155616	
Benign secondary hypertension	C0155620	Secondary hypertension	C0155616	
Ovarian Stromal Hyperthecosis	C1518743	Ovarian Diseases	C0029928	
Ovarian Failure, Premature	C0085215	Ovarian Diseases	C0029928	
Ovarian Hyperstimulation Syndrome	C0085083	Ovarian Diseases	C0029928	
Other and unspecified ovarian cysts	C0029513	Ovarian Diseases	C0029928	
Anovulation	C0003128	Ovarian Diseases	C0029928	
Other ovarian failure	C0029697	Ovarian Diseases	C0029928	
Oophoritis	C0029051	Ovarian Diseases	C0029928	
Pigmented villonodular synovitis	C0039106	Synovitis	C0039103	
Gonococcal synovitis or tenosynovitis	C0343714	Synovitis	C0039103	
Primary eosinophilic endomyocardial restrictive cardiomyopathy	C0264834	Restrictive cardiomyopathy	C0007196	
Endomyocardial Fibrosis	C0553980	Restrictive cardiomyopathy	C0007196	
BK virus nephropathy	C1697878	Hemorrhagic Fever with Renal Syndrome	C0019101	
Fungal esophagitis	C0341109	Mycoses	C0026946	
Chronic mycotic otitis externa	C0155396	Mycoses	C0026946	
Superficial mycosis	C2980104	Mycoses	C0026946	
Discrete Subaortic Stenosis	C0012628	Subaortic stenosis	C0340375	
Eosinophilia-Myalgia Syndrome	C0085179	Eosinophilia	C0014457	
Disseminated eosinophilic collagen disease	C0263662	Eosinophilia	C0014457	
Pulmonary Eosinophilia	C0034068	Eosinophilia	C0014457	
Chronic cholangitis	C0267918	Cholangitis	C0008311	
Cholecystitis	C0008325	Cholangitis	C0008311	
Pericholangitis	C0031052	Cholangitis	C0008311	
Acute cholangitis	C0267917	Cholangitis	C0008311	
Ascending cholangitis	C0311273	Cholangitis	C0008311	
Suppurative cholangitis	C0267924	Cholangitis	C0008311	
Cholangitis, Sclerosing	C0008313	Cholangitis	C0008311	
Sheehan Syndrome	C0242342	Hypopituitarism	C0020635	
Panhypopituitarism	C0242343	Hypopituitarism	C0020635	
Pituitary dwarfism	C0013338	Hypopituitarism	C0020635	
Malignant Aortic Neoplasm	C1334560	Aortic Diseases	C0003493	
Aortic valve disorder	C1260873	Aortic Diseases	C0003493	
Aortitis	C0003509	Aortic Diseases	C0003493	
Aortic Angiosarcoma	C1332312	Aortic Diseases	C0003493	
Thoracoabdominal aortic aneurysm, ruptured	C1305122	Aortic Diseases	C0003493	
Atresia and stenosis of aorta	C0345010	Aortic Diseases	C0003493	
Aspiration Pneumonia	C0032290	Pneumonia, Bacterial	C0004626	
Dermatitis, Occupational	C0028796	Contact Dermatitis	C0011616	
Dermatitis, Allergic Contact	C0162820	Contact Dermatitis	C0011616	
Dermatitis, Irritant	C0162823	Contact Dermatitis	C0011616	
Parkinson Disease, Postencephalitic	C0030568	Secondary Parkinson Disease	C0030569	
Neonatal thyrotoxicosis	C0158983	Thyrotoxicosis	C0040156	
Kaolinosis	C0264435	Pneumoconiosis	C0032273	
Schistosis	C0340186	Pneumoconiosis	C0032273	
Pneumoconiosis due to talc	C0238377	Pneumoconiosis	C0032273	
Siderosis	C0037061	Pneumoconiosis	C0032273	
Anthracosis	C0003165	Pneumoconiosis	C0032273	
Caplan Syndrome	C0006915	Pneumoconiosis	C0032273	
Silicosis	C0037116	Pneumoconiosis	C0032273	
Anthracosilicosis	C0003164	Pneumoconiosis	C0032273	
Byssinosis	C0006542	Pneumoconiosis	C0032273	
Berylliosis	C0005138	Pneumoconiosis	C0032273	
Baritosis	C0340177	Pneumoconiosis	C0032273	
Asbestosis	C0003949	Pneumoconiosis	C0032273	
Mixed mineral dust pneumoconiosis	C0340184	Pneumoconiosis	C0032273	
Pellagra	C0030783	Deficiency Diseases	C0011156	
Choline Deficiency	C0008412	Deficiency Diseases	C0011156	
Vitamin B 6 Deficiency	C0936215	Deficiency Diseases	C0011156	
Riboflavin Deficiency	C0035528	Deficiency Diseases	C0011156	
Swayback	C0038981	Deficiency Diseases	C0011156	
Megaloblastic anemia due to folate deficiency	C0151482	Deficiency Diseases	C0011156	
Scurvy	C0036474	Deficiency Diseases	C0011156	
Anemia, Pernicious	C0002892	Deficiency Diseases	C0011156	
Endemic goiter	C0018022	Deficiency Diseases	C0011156	
Protein-Energy Malnutrition	C0033677	Deficiency Diseases	C0011156	
Other specified iron deficiency anemias	C0029810	Deficiency Diseases	C0011156	
Acquired night blindness	C0152202	Deficiency Diseases	C0011156	
Vitamin K Deficiency	C0042880	Deficiency Diseases	C0011156	
Secondary hyperparathyroidism, non-renal	C1456268	Hyperparathyroidism	C0020502	
Hyperparathyroidism, Secondary	C0020503	Hyperparathyroidism	C0020502	
Familial hyperparathyroidism	C0271846	Hyperparathyroidism	C0020502	
Striatonigral Degeneration	C0270733	Multiple System Atrophy	C0393571	
Neuromyelitis Optica	C0027873	Spinal Cord Diseases	C0037928	
Dermoid cyst of spinal cord	C1333278	Spinal Cord Diseases	C0037928	
Syringomyelia	C0039144	Spinal Cord Diseases	C0037928	
Myelitis	C0026975	Spinal Cord Diseases	C0037928	
Vascular myelopathy	C0154685	Spinal Cord Diseases	C0037928	
Spinal cord syndrome	C0560648	Spinal Cord Diseases	C0037928	
Acquired Meningomyelocele	C0751316	Spinal Cord Diseases	C0037928	
Epiphora due to excess lacrimation	C0155233	Excessive tearing	C0152227	
Epiphora due to insufficient drainage	C0155234	Excessive tearing	C0152227	
Conjunctivitis	C0009763	Conjunctival Diseases	C0009759	
Malignant neoplasm of conjunctiva	C0153628	Conjunctival Diseases	C0009759	
Conjunctival intraepithelial neoplasia	C1333148	Conjunctival Diseases	C0009759	
Conjunctivochalasis	C0878693	Conjunctival Diseases	C0009759	
Inclusion conjunctivitis	C0009770	Conjunctival Diseases	C0009759	
Ocular hyperemia	C0155169	Conjunctival Diseases	C0009759	
Conjunctival deposit	C0162280	Conjunctival Diseases	C0009759	
Vascular abnormality of conjunctiva	C0042370	Conjunctival Diseases	C0009759	
Interstitial and deep keratitis	C0155087	Keratitis	C0022568	
Gonococcal keratitis	C0153214	Keratitis	C0022568	
Corneal Ulcer	C0010043	Keratitis	C0022568	
Filamentary keratitis	C0155077	Keratitis	C0022568	
Photokeratitis	C0155078	Keratitis	C0022568	
Superficial keratitis	C0155074	Keratitis	C0022568	
Macular keratitis	C0155076	Keratitis	C0022568	
Corneal Neovascularization	C0085109	Keratitis	C0022568	
Keratitis, hereditary	C1835698	Keratitis	C0022568	
Connective Tissue Diseases	C0009782	Musculoskeletal Diseases	C0026857	
Acute retrobulbar neuritis	C0155301	Optic Neuritis	C0029134	
Toxic Optic Neuropathy	C0155303	Optic Neuritis	C0029134	
Nutritional optic neuropathy	C0155302	Optic Neuritis	C0029134	
Decreased Intraocular Pressure-Associated Papilledema	C0919308	Optic Neuritis	C0029134	
Disseminated intravascular coagulation in newborn	C0158992	Disseminated Intravascular Coagulation	C0012739	
Paranasal Sinus Neoplasms	C0030470	Paranasal Sinus Diseases	C0030469	
mucoepidermoid carcinoma of accessory sinus	C1335340	Paranasal Sinus Diseases	C0030469	
Acute sinusitis	C0149512	Paranasal Sinus Diseases	C0030469	
Pressure injury	C4554531	Chronic skin ulcer	C0157738	
Henoch-Schoenlein Purpura	C0034152	Vasculitis, Leukocytoclastic, Cutaneous	C0151436	
Uveitis, Suppurative	C0042168	Uveitis	C0042164	
Uveitis, Intermediate	C0042166	Uveitis	C0042164	
Panuveitis	C0030343	Uveitis	C0042164	
von Willebrand Disease, Type 3	C1264041	von Willebrand Disease	C0042974	
von Willebrand Disease, Type 2	C1264040	von Willebrand Disease	C0042974	
von Willebrand Disease, Type 1	C1264039	von Willebrand Disease	C0042974	
Vascular Hemostatic Disorders	C0600502	Hemorrhagic Disorders	C0019087	
Purpura	C0034150	Hemorrhagic Disorders	C0019087	
Mitral and aortic incompetence	C0264774	Aortic valve disorder	C1260873	
Aortic Valve Prolapse	C0003505	Aortic valve disorder	C1260873	
Rheumatic aortic stenosis	C0155567	Aortic valve disorder	C1260873	
Autoimmune hemolytic anemia	C0002880	Anemia, Hemolytic	C0002878	
Anemia, Hemolytic, Congenital	C0002881	Anemia, Hemolytic	C0002878	
Thalassemia	C0039730	Anemia, Hemolytic	C0002878	
Xerocytosis	C0272051	Anemia, Hemolytic	C0002878	
Dermatomyositis, Childhood Type	C0263666	Dermatomyositis	C0011633	
Lobstein Disease	C0023931	Osteogenesis Imperfecta	C0029434	
Gastric Cronkhite Canada Polyposis	C1333764	Stomach Diseases	C0038354	
Stomach Diverticulosis	C1148546	Stomach Diseases	C0038354	
Gastritis	C0017152	Stomach Diseases	C0038354	
Gastric Dilatation	C0038353	Stomach Diseases	C0038354	
Gastric outlet obstruction	C0162651	Stomach Diseases	C0038354	
Gastric Hemangioma	C1333770	Stomach Diseases	C0038354	
Hiatal Hernia	C3489393	Stomach Diseases	C0038354	
Cascade stomach	C0267183	Stomach Diseases	C0038354	
Pylorospasm	C0152163	Stomach Diseases	C0038354	
Dieulafoy lesion (hemorrhagic) of stomach and duodenum	C1135229	Stomach Diseases	C0038354	
Dyspepsia and other specified disorders of function of stomach	C0013396	Stomach Diseases	C0038354	
Malignant tumor of greater curve of stomach	C0153423	Stomach Diseases	C0038354	
Testicular Feminization	C0936016	Androgen-Insensitivity Syndrome	C0039585	
Rickets, X-Linked Hypophosphatemic	C3540852	Rickets	C0035579	
Acatalasia	C0268419	Peroxisomal Disorders	C0282528	
Peroxisomal ACYL-COA oxidase deficiency	C1849678	Peroxisomal Disorders	C0282528	
Mevalonic Aciduria	C1959626	Peroxisomal Disorders	C0282528	
Infantile Refsum Disease (disorder)	C0282527	Peroxisomal Disorders	C0282528	
Other specified hypertrophic and atrophic conditions of skin	C0029805	Acrodermatitis	C0001197	
UDPglucose 4-epimerase deficiency disease	C0751161	Galactosemias	C0016952	
Classical galactosemia	C0268151	Galactosemias	C0016952	
Deficiency of galactokinase	C0268155	Galactosemias	C0016952	
Complement component 3 deficiency	C1332655	Complement deficiency disease	C0272242	
PROPERDIN DEFICIENCY, X-LINKED	C1839454	Complement deficiency disease	C0272242	
Thrombophilia, Hereditary, Due To Protein C Deficiency, Autosomal Dominant	C2674321	Protein C Deficiency	C0398625	
THROMBOPHILIA DUE TO PROTEIN C DEFICIENCY, AUTOSOMAL RECESSIVE	C2676759	Protein C Deficiency	C0398625	
Simple buphthalmos	C0311251	Hydrophthalmos	C0020302	
Transient Hypogammaglobulinemia	C0859960	Hypogammaglobulinemia	C0086438	
X-linked agammaglobulinemia	C0221026	Hypogammaglobulinemia	C0086438	
Glycogen Storage Disease Type I	C0017920	Glycogen Storage Disease	C0017919	
Glycogen Storage Disease Type VII	C0017926	Glycogen Storage Disease	C0017919	
Glycogen Storage Disease Type V	C0017924	Glycogen Storage Disease	C0017919	
Glycogen Storage Disease Type III	C0017922	Glycogen Storage Disease	C0017919	
Glycogen Storage Disease Type IV	C0017923	Glycogen Storage Disease	C0017919	
Glycogen Storage Disease Type VIII	C0017927	Glycogen Storage Disease	C0017919	
Glycogen storage disease type II	C0017921	Glycogen Storage Disease	C0017919	
Glycogen Storage Disease Type VI	C0017925	Glycogen Storage Disease	C0017919	
Lymphopenia	C0024312	Leukopenia	C0023530	
Agranulocytosis	C0001824	Leukopenia	C0023530	
T-Lymphocytopenia, Idiopathic CD4-Positive	C0206744	Lymphopenia	C0024312	
Congenital dyserythropoietic anemia, type II	C1306589	Congenital dyserythropoietic anemia	C0002876	
Congenital dyserythropoietic anemia type IV	C3150926	Congenital dyserythropoietic anemia	C0002876	
Congenital dyserythropoietic anemia, type III	C0271934	Congenital dyserythropoietic anemia	C0002876	
Chronic rheumatic pericarditis	C0155561	Pericarditis	C0031046	
Pericarditis, Constrictive	C0031048	Pericarditis	C0031046	
Postmyocardial infarction syndrome	C0152107	Pericarditis	C0031046	
Histoplasmosis with pericarditis	C0153279	Pericarditis	C0031046	
THROMBOPHILIA DUE TO PROTEIN S DEFICIENCY, AUTOSOMAL RECESSIVE	C3281092	Protein S Deficiency	C0242666	
THROMBOPHILIA DUE TO PROTEIN S DEFICIENCY, AUTOSOMAL DOMINANT	C3278211	Protein S Deficiency	C0242666	
Intrahepatic Cholestasis	C0008372	Cholestasis	C0008370	
Cholestasis, Extrahepatic	C0005398	Cholestasis	C0008370	
Biliary Atresia	C0005411	Cholestasis	C0008370	
Jaundice, Obstructive	C0022354	Cholestasis	C0008370	
Mutism	C0026884	Speech Disorders	C0037822	
Echolalia	C0013528	Speech Disorders	C0037822	
Articulation Disorders	C0003910	Speech Disorders	C0037822	
Infectious Mononucleosis	C0021345	Epstein-Barr Virus Infections	C0149678	
Blindness, Cortical	C0155320	Visual cortex dysfunction	C0234398	
Acquired renal cystic disease	C0268799	Cystic kidney	C0022679	
Chondrodysplasia Punctata, Rhizomelic	C0282529	Chondrodysplasia Punctata	C0008445	
Ehlers-Danlos syndrome type 6	C0268342	Ehlers-Danlos Syndrome	C0013720	
Ehlers-Danlos syndrome, recessive type IV	C0268340	Ehlers-Danlos Syndrome	C0013720	
Ehlers-Danlos syndrome, type 3 (disorder)	C0268337	Ehlers-Danlos Syndrome	C0013720	
Ehlers-Danlos syndrome type 1	C0268335	Ehlers-Danlos Syndrome	C0013720	
Acute pulmonary heart disease	C0155671	Cor pulmonale	C0034072	
Other chronic pulmonary heart diseases	C0155673	Cor pulmonale	C0034072	
Central corneal ulcer	C0155069	Corneal Ulcer	C0010043	
Perforated corneal ulcer	C0151844	Corneal Ulcer	C0010043	
Ring corneal ulcer	C0155068	Corneal Ulcer	C0010043	
Marginal corneal ulcer	C0155067	Corneal Ulcer	C0010043	
Mycotic corneal ulcer	C0155071	Corneal Ulcer	C0010043	
Mooren's ulcer	C0155072	Corneal Ulcer	C0010043	
Gangliosidosis GM1	C0085131	Gangliosidoses	C0017083	
Gangliosidoses, GM2	C0268274	Gangliosidoses	C0017083	
Mucopolysaccharidosis type IVB	C0086652	Mucopolysaccharidosis IV	C0026707	
Mucopolysaccharidosis, MPS-IV-A	C0086651	Mucopolysaccharidosis IV	C0026707	
Cholestasis, progressive familial intrahepatic 3	C1865643	Progressive intrahepatic cholestasis (disorder)	C0268312	
